iter	Passed	Remaining
1676	10641	52814
1677	10646	52802
1678	10652	52793
1679	10657	52780
1680	10664	52778
1681	10670	52769
1682	10675	52755
1683	10682	52751
1684	10687	52739
1685	10694	52736
1686	10700	52726
1687	10705	52715
1688	10712	52714
1689	10717	52700
1690	10722	52686
1691	10728	52678
1692	10733	52666
1693	10738	52653
1694	10745	52651
1695	10750	52639
1696	10757	52633
1697	10762	52622
1698	10767	52607
1699	10770	52587
1700	10777	52582
1701	10782	52570
1702	10790	52572
1703	10796	52564
1704	10802	52553
1705	10808	52546
1706	10813	52534
1707	10816	52511
1708	10823	52510
1709	10829	52501
1710	10837	52501
1711	10842	52489
1712	10848	52479
1713	10854	52474
1714	10859	52462
1715	10865	52453
1716	10873	52453
1717	10878	52442
1718	10884	52436
1719	10890	52427
1720	10896	52416
1721	10903	52417
1722	10909	52406
1723	10912	52384
1724	10919	52379
1725	10925	52372
1726	10929	52358
1727	10937	52358
1728	10942	52345
1729	10949	52342
1730	10954	52330
1731	10957	52309
1732	10964	52305
1733	10971	52301
1734	10974	52279
1735	10982	52279
1736	10987	52268
1737	10992	52257
1738	11000	52256
1739	11005	52244
1740	11010	52233
1741	11016	52222
1742	11022	52215
1743	11027	52202
1744	11032	52189
1745	11040	52190
1746	11049	52198
1747	11055	52191
1748	11062	52189
1749	11070	52188
1750	11077	52188
1751	11085	52186
1752	11094	52195
1753	11100	52186
1754	11109	52192
1755	11114	52181
1756	11119	52168
1757	11127	52167
1758	11132	52155
1759	11138	52150
1760	11145	52145
1761	11150	52134
1762	11158	52136
1763	11164	52124
1764	11170	52117
1765	11175	52104
1766	11180	52091
1767	11186	52084
1768	11192	52076
1769	11197	52063
1770	11204	52060
1771	11209	52049
1772	11214	52038
1773	11222	52037
1774	11227	52024
1775	11235	52028
1776	11241	52018
1777	11247	52013
1778	11254	52007
1779	11259	51998
1780	11263	51979
1781	11271	51978
1782	11276	51968
1783	11284	51967
1784	11289	51957
1785	11296	51952
1786	11305	51959
1787	11310	51946
1788	11314	51930
1789	11320	51922
1790	11326	51912
1791	11333	51909
1792	11338	51897
1793	11343	51886
1794	11350	51884
1795	11353	51863
1796	11358	51850
1797	11366	51850
1798	11371	51840
1799	11378	51835
1800	11384	51828
1801	11389	51815
1802	11396	51811
1803	11402	51805
1804	11408	51795
1805	11416	51796
1806	11421	51786
1807	11428	51783
1808	11433	51770
1809	11439	51760
1810	11445	51754
1811	11451	51745
1812	11457	51740
1813	11463	51730
1814	11468	51720
1815	11476	51718
1816	11481	51708
1817	11487	51700
1818	11494	51697
1819	11499	51685
1820	11505	51676
1821	11510	51666
1822	11516	51656
1823	11522	51647
1824	11527	51636
1825	11532	51626
1826	11539	51620
1827	11544	51610
1828	11551	51606
1829	11558	51603
1830	11563	51590
1831	11569	51584
1832	11575	51574
1833	11580	51562
1834	11587	51557
1835	11593	51550
1836	11599	51542
1837	11605	51536
1838	11610	51524
1839	11615	51513
1840	11621	51505
1841	11626	51493
1842	11632	51483
1843	11637	51474
1844	11643	51464
1845	11650	51463
1846	11656	51454
1847	11661	51442
1848	11669	51442
1849	11674	51430
1850	11681	51427
1851	11686	51415
1852	11691	51405
1853	11698	51402
1854	11704	51393
1855	11710	51383
1856	11717	51381
1857	11723	51371
1858	11727	51356
1859	11733	51350
1860	11738	51338
1861	11745	51335
1862	11751	51327
1863	11758	51322
1864	11767	51328
1865	11772	51318
1866	11779	51313
1867	11785	51307
1868	11791	51298
1869	11798	51296
1870	11805	51289
1871	11813	51294
1872	11820	51287
1873	11827	51288
1874	11834	51283
1875	11842	51281
1876	11850	51283
1877	11863	51306
1878	11869	51300
1879	11880	51311
1880	11886	51304
1881	11894	51307
1882	11901	51303
1883	11911	51312
1884	11917	51303
1885	11927	51315
1886	11933	51308
1887	11942	51311
1888	11947	51300
1889	11958	51312
1890	11964	51307
1891	11974	51313
1892	11977	51296
1893	11984	51293
1894	11989	51280
1895	11995	51272
1896	12001	51265
1897	12007	51257
1898	12013	51250
1899	12021	51249
1900	12027	51241
1901	12034	51238
1902	12041	51233
1903	12046	51222
1904	12055	51226
1905	12062	51224
1906	12072	51233
1907	12077	51223
1908	12085	51222
1909	12091	51215
1910	12100	51220
1911	12109	51226
1912	12119	51234
1913	12125	51224
1914	12134	51232
1915	12140	51222
1916	12146	51217
1917	12153	51211
1918	12158	51200
1919	12168	51209
1920	12174	51200
1921	12180	51193
1922	12187	51188
1923	12193	51183
1924	12201	51183
1925	12206	51171
1926	12215	51176
1927	12220	51165
1928	12229	51170
1929	12234	51158
1930	12240	51150
1931	12245	51135
1932	12251	51130
1933	12258	51126
1934	12266	51125
1935	12271	51115
1936	12278	51109
1937	12283	51100
1938	12292	51105
1939	12299	51098
1940	12306	51097
1941	12313	51094
1942	12320	51089
1943	12328	51088
1944	12333	51076
1945	12340	51074
1946	12345	51063
1947	12351	51052
1948	12359	51053
1949	12364	51041
1950	12371	51038
1951	12377	51032
1952	12383	51022
1953	12389	51016
1954	12395	51006
1955	12400	50997
1956	12404	50979
1957	12409	50970
1958	12415	50960
1959	12422	50958
1960	12427	50947
1961	12434	50940
1962	12439	50931
1963	12445	50920
1964	12452	50919
1965	12457	50908
1966	12463	50899
1967	12470	50894
1968	12475	50884
1969	12482	50881
1970	12488	50873
1971	12493	50862
1972	12501	50860
1973	12504	50843
1974	12509	50829
1975	12516	50824
1976	12521	50814
1977	12529	50813
1978	12534	50804
1979	12538	50787
1980	12542	50771
1981	12546	50756
1982	12551	50744
1983	12557	50735
1984	12563	50729
1985	12569	50720
1986	12575	50714
1987	12583	50711
1988	12588	50703
1989	12596	50700
1990	12601	50691
1991	12608	50686
1992	12615	50682
1993	12620	50670
1994	12628	50673
1995	12635	50668
1996	12643	50670
1997	12649	50661
1998	12653	50643
1999	12660	50643
2000	12665	50632
2001	12673	50632
2002	12680	50625
2003	12685	50615
2004	12695	50624
2005	12700	50612
2006	12708	50612
2007	12714	50604
2008	12721	50601
2009	12728	50598
2010	12734	50588
2011	12743	50594
2012	12749	50585
2013	12758	50590
2014	12764	50580
2015	12771	50580
2016	12775	50563
2017	12781	50554
2018	12791	50562
2019	12796	50551
2020	12804	50554
2021	12811	50549
2022	12821	50558
2023	12829	50555
2024	12833	50543
2025	12841	50542
2026	12844	50524
2027	12853	50527
2028	12859	50519
2029	12867	50520
2030	12874	50516
2031	12884	50521
2032	12890	50515
2033	12896	50508
2034	12903	50505
2035	12909	50496
2036	12918	50502
2037	12924	50492
2038	12937	50511
2039	12941	50495
2040	12949	50498
2041	12956	50491
2042	12965	50496
2043	12971	50491
2044	12981	50497
2045	12987	50488
2046	12996	50492
2047	13002	50487
2048	13011	50488
2049	13018	50485
2050	13023	50474
2051	13033	50484
2052	13039	50476
2053	13049	50481
2054	13054	50472
2055	13063	50474
2056	13069	50466
2057	13078	50471
2058	13086	50469
2059	13096	50479
2060	13102	50469
2061	13111	50476
2062	13118	50469
2063	13129	50481
2064	13135	50475
2065	13145	50482
2066	13152	50477
2067	13161	50483
2068	13165	50466
2069	13174	50470
2070	13180	50461
2071	13245	50678
2072	13251	50673
2073	13264	50692
2074	13276	50707
2075	13285	50708
2076	13292	50706
2077	13299	50700
2078	13305	50694
2079	13312	50690
2080	13321	50693
2081	13327	50687
2082	13337	50691
2083	13344	50687
2084	13352	50686
2085	13357	50675
2086	13365	50676
2087	13372	50672
2088	13380	50671
2089	13383	50654
2090	13389	50645
2091	13396	50641
2092	13403	50636
2093	13408	50625
2094	13416	50622
2095	13421	50612
2096	13427	50605
2097	13433	50596
2098	13438	50585
2099	13445	50582
2100	13450	50570
2101	13456	50560
2102	13463	50558
2103	13469	50548
2104	13476	50544
2105	13481	50534
2106	13488	50527
2107	13494	50522
2108	13500	50511
2109	13510	50519
2110	13516	50512
2111	13519	50494
2112	13527	50491
2113	13532	50481
2114	13537	50469
2115	13543	50462
2116	13549	50452
2117	13552	50434
2118	13559	50432
2119	13565	50424
2120	13573	50420
2121	13579	50414
2122	13584	50402
2123	13592	50403
2124	13599	50396
2125	13606	50394
2126	13613	50389
2127	13619	50382
2128	13625	50373
2129	13630	50363
2130	13637	50359
2131	13643	50350
2132	13649	50343
2133	13653	50328
2134	13659	50318
2135	13666	50315
2136	13671	50305
2137	13677	50297
2138	13680	50278
2139	13688	50277
2140	13696	50276
2141	13704	50275
2142	13711	50271
2143	13721	50277
2144	13726	50267
2145	13732	50259
2146	13738	50251
2147	13745	50245
2148	13753	50246
2149	13759	50238
2150	13769	50243
2151	13774	50232
2152	13784	50238
2153	13789	50229
2154	13798	50231
2155	13803	50221
2156	13809	50211
2157	13817	50211
2158	13822	50201
2159	13834	50213
2160	13839	50202
2161	13846	50196
2162	13853	50192
2163	13862	50196
2164	13867	50186
2165	13873	50177
2166	13880	50174
2167	13886	50164
2168	13895	50168
2169	13900	50158
2170	13911	50166
2171	13918	50163
2172	13926	50161
2173	13932	50155
2174	13940	50154
2175	13950	50160
2176	13959	50164
2177	13967	50161
2178	13978	50173
2179	13984	50165
2180	13994	50171
2181	14000	50163
2182	14009	50166
2183	14015	50158
2184	14024	50162
2185	14030	50154
2186	14040	50158
2187	14046	50151
2188	14054	50150
2189	14060	50144
2190	14064	50126
2191	14073	50130
2192	14079	50120
2193	14088	50126
2194	14095	50120
2195	14103	50119
2196	14109	50113
2197	14119	50119
2198	14126	50113
2199	14136	50119
2200	14142	50113
2201	14151	50115
2202	14157	50106
2203	14164	50103
2204	14171	50099
2205	14178	50092
2206	14185	50090
2207	14191	50083
2208	14200	50085
2209	14206	50076
2210	14215	50079
2211	14222	50073
2212	14231	50077
2213	14237	50069
2214	14245	50067
2215	14249	50053
2216	14254	50043
2217	14265	50051
2218	14270	50041
2219	14279	50042
2220	14285	50034
2221	14290	50024
2222	14299	50024
2223	14302	50007
2224	14311	50008
2225	14317	50001
2226	14326	50002
2227	14332	49996
2228	14338	49987
2229	14347	49992
2230	14353	49983
2231	14362	49986
2232	14368	49977
2233	14376	49975
2234	14381	49965
2235	14389	49963
2236	14395	49956
2237	14401	49946
2238	14408	49943
2239	14412	49928
2240	14420	49927
2241	14425	49917
2242	14431	49907
2243	14438	49903
2244	14444	49897
2245	14451	49890
2246	14456	49881
2247	14462	49872
2248	14467	49860
2249	14473	49853
2250	14479	49846
2251	14486	49840
2252	14492	49832
2253	14498	49824
2254	14504	49817
2255	14510	49808
2256	14517	49805
2257	14523	49796
2258	14529	49790
2259	14536	49785
2260	14542	49775
2261	14549	49772
2262	14553	49757
2263	14558	49746
2264	14565	49742
2265	14571	49734
2266	14575	49717
2267	14583	49716
2268	14588	49706
2269	14595	49700
2270	14601	49693
2271	14606	49684
2272	14614	49681
2273	14618	49665
2274	14623	49655
2275	14629	49648
2276	14634	49637
2277	14640	49627
2278	14644	49614
2279	14650	49604
2280	14655	49595
2281	14662	49589
2282	14667	49579
2283	14673	49569
2284	14678	49561
2285	14684	49553
2286	14691	49546
2287	14696	49537
2288	14701	49525
2289	14708	49519
2290	14714	49513
2291	14719	49503
2292	14727	49498
2293	14733	49492
2294	14741	49490
2295	14747	49483
2296	14754	49479
2297	14760	49472
2298	14766	49462
2299	14774	49461
2300	14779	49451
2301	14784	49441
2302	14789	49427
2303	14794	49418
2304	14801	49413
2305	14807	49404
2306	14810	49387
2307	14815	49377
2308	14822	49371
2309	14827	49360
2310	14834	49355
2311	14840	49347
2312	14845	49337
2313	14853	49337
2314	14859	49329
2315	14868	49331
2316	14875	49325
2317	14886	49335
2318	14892	49325
2319	14899	49322
2320	14904	49313
2321	14910	49303
2322	14915	49293
2323	14921	49286
2324	14928	49278
2325	14933	49270
2326	14941	49267
2327	14949	49266
2328	14955	49258
2329	14962	49253
2330	14967	49244
2331	14973	49236
2332	14983	49240
2333	14990	49234
2334	14999	49238
2335	15004	49228
2336	15013	49229
2337	15018	49218
2338	15027	49218
2339	15033	49210
2340	15038	49201
2341	15047	49203
2342	15053	49195
2343	15062	49197
2344	15067	49186
2345	15076	49188
2346	15082	49179
2347	15089	49176
2348	15096	49172
2349	15100	49158
2350	15110	49161
2351	15116	49152
2352	15124	49153
2353	15130	49146
2354	15138	49144
2355	15146	49143
2356	15154	49140
2357	15160	49134
2358	15166	49124
2359	15174	49122
2360	15179	49113
2361	15187	49111
2362	15193	49103
2363	15198	49094
2364	15206	49090
2365	15211	49081
2366	15219	49077
2367	15225	49070
2368	15230	49059
2369	15237	49055
2370	15243	49046
2371	15248	49037
2372	15255	49030
2373	15260	49020
2374	15266	49012
2375	15272	49006
2376	15278	48997
2377	15285	48993
2378	15290	48983
2379	15295	48972
2380	15303	48968
2381	15308	48958
2382	15314	48951
2383	15319	48941
2384	15325	48932
2385	15333	48929
2386	15338	48920
2387	15343	48909
2388	15351	48906
2389	15356	48897
2390	15364	48893
2391	15367	48877
2392	15372	48866
2393	15379	48861
2394	15385	48855
2395	15392	48850
2396	15398	48841
2397	15403	48831
2398	15410	48827
2399	15415	48817
2400	15420	48806
2401	15428	48802
2402	15434	48797
2403	15440	48787
2404	15446	48780
2405	15452	48772
2406	15460	48769
2407	15465	48759
2408	15470	48749
2409	15477	48745
2410	15483	48736
2411	15491	48736
2412	15495	48721
2413	15501	48712
2414	15509	48712
2415	15514	48702
2416	15521	48695
2417	15528	48691
2418	15544	48715
2419	15547	48699
2420	15556	48699
2421	15562	48691
2422	15569	48688
2423	15574	48678
2424	15580	48667
2425	15587	48663
2426	15592	48653
2427	15597	48643
2428	15605	48640
2429	15610	48630
2430	15619	48631
2431	15626	48625
2432	15632	48619
2433	15639	48614
2434	15645	48606
2435	15651	48599
2436	15657	48590
2437	15662	48581
2438	15669	48576
2439	15672	48559
2440	15677	48548
2441	15686	48549
2442	15692	48541
2443	15699	48538
2444	15706	48532
2445	15714	48529
2446	15720	48524
2447	15726	48515
2448	15733	48509
2449	15737	48498
2450	15746	48497
2451	15752	48490
2452	15757	48478
2453	15765	48478
2454	15771	48469
2455	15778	48466
2456	15783	48456
2457	15788	48445
2458	15797	48446
2459	15802	48436
2460	15809	48430
2461	15816	48424
2462	15821	48415
2463	15829	48414
2464	15834	48403
2465	15843	48405
2466	15850	48398
2467	15859	48400
2468	15866	48394
2469	15871	48385
2470	15878	48382
2471	15884	48372
2472	15894	48376
2473	15899	48367
2474	15906	48362
2475	15913	48357
2476	15920	48353
2477	15927	48347
2478	15931	48335
2479	15940	48336
2480	15946	48328
2481	15953	48322
2482	15960	48317
2483	15965	48307
2484	15973	48305
2485	15978	48296
2486	15986	48293
2487	15993	48289
2488	16000	48284
2489	16009	48284
2490	16014	48274
2491	16021	48270
2492	16028	48265
2493	16035	48260
2494	16041	48252
2495	16046	48242
2496	16054	48239
2497	16059	48229
2498	16067	48227
2499	16071	48214
2500	16076	48204
2501	16085	48204
2502	16090	48193
2503	16097	48190
2504	16103	48182
2505	16109	48175
2506	16114	48164
2507	16120	48155
2508	16129	48157
2509	16137	48155
2510	16144	48150
2511	16151	48145
2512	16157	48137
2513	16165	48137
2514	16172	48131
2515	16181	48132
2516	16187	48124
2517	16195	48122
2518	16201	48117
2519	16210	48115
2520	16217	48112
2521	16225	48109
2522	16229	48097
2523	16240	48102
2524	16251	48109
2525	16259	48108
2526	16262	48093
2527	16270	48089
2528	16279	48091
2529	16285	48084
2530	16293	48081
2531	16298	48071
2532	16305	48066
2533	16311	48059
2534	16317	48052
2535	16324	48045
2536	16327	48031
2537	16335	48028
2538	16342	48024
2539	16348	48015
2540	16352	48002
2541	16357	47991
2542	16363	47984
2543	16370	47977
2544	16375	47969
2545	16384	47968
2546	16389	47959
2547	16394	47949
2548	16401	47944
2549	16409	47940
2550	16414	47931
2551	16421	47924
2552	16427	47917
2553	16430	47901
2554	16436	47895
2555	16442	47887
2556	16450	47884
2557	16459	47884
2558	16468	47887
2559	16474	47880
2560	16481	47874
2561	16486	47864
2562	16492	47855
2563	16499	47851
2564	16506	47846
2565	16514	47845
2566	16520	47836
2567	16529	47836
2568	16535	47831
2569	16541	47822
2570	16548	47817
2571	16553	47807
2572	16560	47800
2573	16566	47794
2574	16572	47787
2575	16579	47781
2576	16585	47775
2577	16594	47774
2578	16600	47767
2579	16606	47761
2580	16612	47752
2581	16618	47744
2582	16625	47739
2583	16632	47736
2584	16639	47730
2585	16646	47724
2586	16652	47718
2587	16660	47715
2588	16667	47710
2589	16675	47709
2590	16682	47703
2591	16688	47695
2592	16694	47688
2593	16700	47681
2594	16708	47679
2595	16714	47669
2596	16720	47664
2597	16726	47656
2598	16732	47648
2599	16739	47641
2600	16744	47633
2601	16750	47624
2602	16758	47621
2603	16763	47612
2604	16771	47609
2605	16776	47599
2606	16781	47589
2607	16787	47581
2608	16792	47571
2609	16797	47561
2610	16804	47554
2611	16809	47546
2612	16820	47551
2613	16826	47545
2614	16834	47543
2615	16840	47535
2616	16847	47529
2617	16855	47527
2618	16861	47520
2619	16868	47514
2620	16874	47507
2621	16880	47500
2622	16884	47485
2623	16889	47476
2624	16895	47469
2625	16902	47464
2626	16908	47456
2627	16916	47454
2628	16922	47445
2629	16928	47438
2630	16934	47431
2631	16940	47424
2632	16948	47420
2633	16955	47415
2634	16962	47411
2635	16968	47404
2636	16974	47394
2637	16981	47390
2638	16986	47380
2639	16994	47378
2640	17000	47370
2641	17005	47361
2642	17013	47358
2643	17018	47348
2644	17023	47338
2645	17029	47330
2646	17034	47319
2647	17039	47309
2648	17043	47294
2649	17048	47285
2650	17053	47275
2651	17059	47268
2652	17064	47257
2653	17069	47247
2654	17073	47234
2655	17078	47223
2656	17084	47214
2657	17090	47208
2658	17095	47197
2659	17101	47189
2660	17107	47183
2661	17113	47173
2662	17117	47162
2663	17123	47155
2664	17130	47147
2665	17135	47138
2666	17140	47129
2667	17147	47123
2668	17154	47117
2669	17159	47108
2670	17164	47098
2671	17169	47086
2672	17174	47077
2673	17180	47069
2674	17186	47062
2675	17192	47055
2676	17199	47048
2677	17205	47040
2678	17208	47025
2679	17213	47016
2680	17220	47009
2681	17225	47001
2682	17231	46994
2683	17237	46984
2684	17242	46974
2685	17248	46967
2686	17253	46958
2687	17258	46948
2688	17265	46943
2689	17271	46935
2690	17278	46929
2691	17283	46919
2692	17288	46910
2693	17294	46903
2694	17300	46893
2695	17306	46885
2696	17311	46877
2697	17317	46868
2698	17322	46858
2699	17328	46851
2700	17334	46842
2701	17339	46833
2702	17347	46830
2703	17354	46825
2704	17360	46819
2705	17365	46809
2706	17372	46802
2707	17378	46796
2708	17384	46788
2709	17390	46781
2710	17396	46772
2711	17404	46770
2712	17410	46764
2713	17414	46750
2714	17420	46742
2715	17426	46736
2716	17433	46731
2717	17441	46727
2718	17447	46720
2719	17452	46710
2720	17459	46706
2721	17465	46697
2722	17473	46696
2723	17480	46692
2724	17488	46689
2725	17496	46686
2726	17503	46682
2727	17509	46676
2728	17515	46667
2729	17523	46663
2730	17529	46656
2731	17534	46648
2732	17538	46635
2733	17544	46627
2734	17550	46618
2735	17555	46610
2736	17561	46601
2737	17567	46595
2738	17573	46585
2739	17578	46575
2740	17584	46568
2741	17589	46559
2742	17595	46550
2743	17601	46544
2744	17606	46534
2745	17612	46526
2746	17616	46513
2747	17622	46504
2748	17627	46495
2749	17633	46489
2750	17639	46479
2751	17644	46469
2752	17649	46460
2753	17654	46450
2754	17659	46439
2755	17664	46431
2756	17670	46422
2757	17675	46412
2758	17681	46404
2759	17687	46397
2760	17692	46386
2761	17697	46378
2762	17703	46368
2763	17708	46359
2764	17714	46352
2765	17717	46338
2766	17722	46327
2767	17728	46319
2768	17734	46310
2769	17739	46301
2770	17745	46295
2771	17752	46288
2772	17758	46281
2773	17763	46272
2774	17769	46264
2775	17777	46263
2776	17783	46253
2777	17788	46245
2778	17794	46237
2779	17799	46227
2780	17805	46220
2781	17811	46211
2782	17816	46201
2783	17821	46192
2784	17827	46183
2785	17832	46174
2786	17837	46166
2787	17842	46156
2788	17848	46146
2789	17853	46138
2790	17858	46127
2791	17864	46119
2792	17870	46112
2793	17875	46102
2794	17880	46092
2795	17886	46084
2796	17891	46074
2797	17894	46059
2798	17899	46050
2799	17904	46040
2800	17910	46031
2801	17916	46024
2802	17923	46019
2803	17928	46009
2804	17934	46001
2805	17940	45995
2806	17945	45986
2807	17949	45973
2808	17955	45965
2809	17960	45955
2810	17966	45948
2811	17972	45940
2812	17976	45929
2813	17982	45922
2814	17988	45912
2815	17993	45902
2816	17999	45896
2817	18004	45886
2818	18007	45872
2819	18014	45865
2820	18019	45855
2821	18023	45845
2822	18030	45838
2823	18035	45829
2824	18040	45819
2825	18044	45806
2826	18049	45798
2827	18055	45788
2828	18060	45780
2829	18065	45771
2830	18070	45760
2831	18077	45754
2832	18082	45744
2833	18087	45735
2834	18093	45727
2835	18098	45717
2836	18102	45707
2837	18109	45700
2838	18114	45690
2839	18120	45683
2840	18124	45671
2841	18129	45662
2842	18145	45679
2843	18151	45672
2844	18158	45666
2845	18163	45657
2846	18166	45642
2847	18172	45634
2848	18177	45625
2849	18182	45616
2850	18189	45611
2851	18195	45603
2852	18200	45593
2853	18206	45586
2854	18211	45577
2855	18217	45568
2856	18223	45561
2857	18228	45552
2858	18235	45546
2859	18239	45534
2860	18245	45528
2861	18252	45523
2862	18258	45515
2863	18263	45506
2864	18270	45501
2865	18275	45491
2866	18281	45484
2867	18287	45475
2868	18292	45466
2869	18298	45460
2870	18303	45449
2871	18308	45440
2872	18316	45437
2873	18321	45428
2874	18327	45419
2875	18335	45418
2876	18340	45408
2877	18348	45404
2878	18353	45395
2879	18358	45385
2880	18365	45381
2881	18370	45372
2882	18376	45364
2883	18381	45355
2884	18387	45346
2885	18393	45339
2886	18398	45330
2887	18403	45320
2888	18409	45312
2889	18415	45305
2890	18421	45298
2891	18428	45293
2892	18433	45284
2893	18438	45275
2894	18444	45268
2895	18450	45260
2896	18456	45251
2897	18461	45242
2898	18466	45233
2899	18471	45223
2900	18478	45217
2901	18483	45209
2902	18490	45203
2903	18495	45193
2904	18500	45184
2905	18506	45177
2906	18511	45168
2907	18516	45158
2908	18524	45155
2909	18529	45146
2910	18535	45139
2911	18539	45125
2912	18545	45119
2913	18551	45111
2914	18557	45104
2915	18562	45094
2916	18571	45096
2917	18577	45088
2918	18583	45080
2919	18588	45069
2920	18593	45060
2921	18598	45052
2922	18604	45043
2923	18609	45033
2924	18615	45026
2925	18620	45017
2926	18625	45008
2927	18633	45005
2928	18637	44993
2929	18643	44985
2930	18650	44981
2931	18655	44972
2932	18661	44963
2933	18667	44956
2934	18672	44946
2935	18677	44938
2936	18683	44929
2937	18688	44922
2938	18695	44915
2939	18702	44910
2940	18708	44903
2941	18715	44898
2942	18720	44890
2943	18727	44884
2944	18733	44876
2945	18739	44869
2946	18749	44873
2947	18755	44866
2948	18767	44871
2949	18772	44863
2950	18780	44860
2951	18786	44854
2952	18794	44850
2953	18800	44842
2954	18805	44834
2955	18813	44830
2956	18818	44822
2957	18826	44820
2958	18833	44815
2959	18842	44813
2960	18847	44804
2961	18855	44803
2962	18862	44797
2963	18867	44787
2964	18875	44784
2965	18880	44776
2966	18886	44768
2967	18890	44757
2968	18896	44749
2969	18902	44742
2970	18908	44735
2971	18913	44726
2972	18921	44722
2973	18928	44717
2974	18931	44703
2975	18942	44707
2976	18949	44702
2977	18959	44706
2978	18965	44697
2979	18972	44694
2980	18978	44686
2981	18986	44683
2982	18992	44675
2983	18998	44670
2984	19007	44669
2985	19013	44660
2986	19021	44659
2987	19027	44651
2988	19031	44640
2989	19038	44634
2990	19044	44627
2991	19052	44625
2992	19057	44615
2993	19066	44615
2994	19072	44608
2995	19078	44601
2996	19085	44596
2997	19091	44589
2998	19099	44585
2999	19104	44576
3000	19111	44573
3001	19117	44564
3002	19122	44556
3003	19131	44554
3004	19137	44547
3005	19143	44541
3006	19151	44537
3007	19158	44532
3008	19165	44529
3009	19171	44520
3010	19177	44515
3011	19182	44505
3012	19188	44496
3013	19195	44491
3014	19199	44481
3015	19203	44467
3016	19209	44462
3017	19215	44455
3018	19221	44446
3019	19227	44440
3020	19233	44432
3021	19239	44424
3022	19244	44416
3023	19250	44407
3024	19256	44401
3025	19260	44388
3026	19265	44378
3027	19270	44370
3028	19276	44362
3029	19281	44354
3030	19288	44348
3031	19293	44340
3032	19298	44330
3033	19304	44323
3034	19307	44309
3035	19312	44299
3036	19318	44292
3037	19323	44282
3038	19328	44272
3039	19335	44268
3040	19341	44260
3041	19346	44251
3042	19355	44250
3043	19360	44241
3044	19366	44233
3045	19371	44225
3046	19377	44217
3047	19383	44210
3048	19388	44202
3049	19394	44193
3050	19400	44186
3051	19405	44177
3052	19410	44168
3053	19416	44161
3054	19421	44151
3055	19426	44141
3056	19432	44134
3057	19438	44127
3058	19444	44119
3059	19450	44112
3060	19455	44103
3061	19461	44095
3062	19467	44088
3063	19472	44081
3064	19479	44074
3065	19484	44064
3066	19489	44055
3067	19494	44047
3068	19499	44038
3069	19504	44028
3070	19510	44021
3071	19516	44012
3072	19521	44004
3073	19527	43998
3074	19533	43989
3075	19538	43980
3076	19545	43974
3077	19550	43966
3078	19555	43957
3079	19562	43952
3080	19568	43944
3081	19574	43938
3082	19579	43929
3083	19585	43920
3084	19591	43913
3085	19596	43904
3086	19601	43895
3087	19607	43888
3088	19610	43874
3089	19615	43864
3090	19621	43857
3091	19626	43848
3092	19631	43839
3093	19637	43832
3094	19642	43822
3095	19647	43814
3096	19653	43807
3097	19659	43798
3098	19664	43789
3099	19670	43782
3100	19675	43773
3101	19681	43765
3102	19687	43758
3103	19692	43749
3104	19697	43740
3105	19703	43732
3106	19711	43731
3107	19716	43722
3108	19721	43711
3109	19726	43703
3110	19729	43690
3111	19736	43683
3112	19741	43674
3113	19746	43665
3114	19752	43659
3115	19758	43650
3116	19763	43641
3117	19769	43635
3118	19775	43627
3119	19782	43622
3120	19787	43613
3121	19792	43605
3122	19799	43598
3123	19804	43589
3124	19809	43580
3125	19813	43569
3126	19818	43561
3127	19823	43551
3128	19830	43544
3129	19835	43536
3130	19840	43527
3131	19846	43520
3132	19851	43511
3133	19859	43507
3134	19864	43499
3135	19867	43485
3136	19870	43471
3137	19876	43464
3138	19881	43455
3139	19887	43448
3140	19893	43441
3141	19898	43431
3142	19903	43423
3143	19910	43417
3144	19915	43408
3145	19920	43399
3146	19926	43392
3147	19931	43383
3148	19937	43375
3149	19943	43369
3150	19948	43360
3151	19954	43352
3152	19960	43344
3153	19965	43335
3154	19971	43328
3155	19975	43318
3156	20025	43406
3157	20031	43400
3158	20046	43410
3159	20051	43402
3160	20056	43393
3161	20059	43380
3162	20064	43371
3163	20070	43364
3164	20076	43355
3165	20080	43345
3166	20084	43333
3167	20089	43324
3168	20094	43315
3169	20100	43308
3170	20105	43298
3171	20111	43291
3172	20118	43286
3173	20123	43278
3174	20128	43269
3175	20134	43261
3176	20140	43253
3177	20145	43245
3178	20151	43238
3179	20156	43228
3180	20161	43220
3181	20169	43217
3182	20174	43208
3183	20181	43201
3184	20187	43194
3185	20193	43187
3186	20199	43181
3187	20204	43172
3188	20209	43163
3189	20215	43156
3190	20220	43147
3191	20226	43138
3192	20231	43130
3193	20236	43122
3194	20242	43115
3195	20246	43102
3196	20251	43093
3197	20257	43086
3198	20263	43079
3199	20268	43070
3200	20273	43061
3201	20279	43054
3202	20284	43045
3203	20290	43037
3204	20295	43028
3205	20301	43020
3206	20306	43013
3207	20312	43005
3208	20318	42998
3209	20323	42990
3210	20330	42984
3211	20335	42976
3212	20342	42969
3213	20346	42960
3214	20352	42951
3215	20357	42944
3216	20363	42935
3217	20368	42927
3218	20375	42921
3219	20379	42911
3220	20385	42902
3221	20391	42897
3222	20405	42905
3223	20412	42901
3224	20417	42893
3225	20423	42886
3226	20428	42876
3227	20434	42869
3228	20440	42861
3229	20444	42851
