iter	RMSE
508	0.6235793282
509	0.6235673304
510	0.6235535193
511	0.6235331221
512	0.6235179648
513	0.6235068321
514	0.6234655537
515	0.6234357853
516	0.6234259551
517	0.6234173003
518	0.6233934356
519	0.6233766123
520	0.6233593038
521	0.6233147517
522	0.6232701795
523	0.6232396591
524	0.6231759785
525	0.6231298061
526	0.6231257442
527	0.6231069696
528	0.6231028667
529	0.623092216
530	0.623080795
531	0.6230338467
532	0.622955888
533	0.6229430392
534	0.6229224476
535	0.6229024555
536	0.6228876968
537	0.6228277133
538	0.6228192694
539	0.6227920785
540	0.6227743693
541	0.6227586705
542	0.6227495946
543	0.6227408225
544	0.6227359396
545	0.6226937276
546	0.6226611881
547	0.6226487006
548	0.6226110872
549	0.6225227506
550	0.622517174
551	0.6224837118
552	0.6224680954
553	0.6224519579
554	0.6224144195
555	0.6223972828
556	0.6223918429
557	0.622384181
558	0.6223472862
559	0.6223356412
560	0.6223283314
561	0.6223283302
562	0.6223222957
563	0.622283993
564	0.62225983
565	0.6222465847
566	0.6222267687
567	0.6222125685
568	0.6222006169
569	0.6221961146
570	0.6221927225
571	0.6221513717
572	0.6221359679
573	0.6221308933
574	0.6221202008
575	0.6221153789
576	0.6221043615
577	0.6220795651
578	0.6220659899
579	0.6220635187
580	0.6220584879
581	0.6220584851
582	0.622013768
583	0.6220092644
584	0.6219972539
585	0.6219792268
586	0.6219693477
587	0.621955268
588	0.6219433431
589	0.62192356
590	0.6219235579
591	0.6219139518
592	0.6219006185
593	0.6218715897
594	0.6218505592
595	0.6218409033
596	0.6218409014
597	0.6218330985
598	0.6218330967
599	0.6218330951
600	0.6218199352
601	0.6217846262
602	0.6217726918
603	0.6217610582
604	0.621747524
605	0.6217340672
606	0.6217235635
607	0.6217204952
608	0.6216751447
609	0.6216683246
610	0.6216650645
611	0.6216378385
612	0.6216235253
613	0.6216116614
614	0.6216020892
615	0.6215745727
616	0.6215654742
617	0.6215553321
618	0.6215542934
619	0.6215354273
620	0.6215061108
621	0.62149639
622	0.6214963896
623	0.6214821038
624	0.6214685604
625	0.6214585701
626	0.6214543342
627	0.6214457389
628	0.6214261333
629	0.6214217117
630	0.6213994217
631	0.6213864205
632	0.6213606971
633	0.6213566353
634	0.6213467858
635	0.621322217
636	0.6213084497
637	0.6213036987
638	0.6213036984
639	0.6212999032
640	0.6212857534
641	0.6212664968
642	0.621208075
643	0.6211774381
644	0.6211634565
645	0.6211579728
646	0.621147696
647	0.6211430502
648	0.6211268153
649	0.6211175914
650	0.6211155379
651	0.6211004728
652	0.6210946365
653	0.6210880303
654	0.6210550481
655	0.6210384835
656	0.6210161539
657	0.6209854518
658	0.620978699
659	0.6209633745
660	0.6209413087
661	0.620927405
662	0.6209030427
663	0.6208928128
664	0.620883779
665	0.6208261296
666	0.6208227744
667	0.6208125927
668	0.6208111253
669	0.6208021572
670	0.6207774361
671	0.6207698992
672	0.6207569865
673	0.6207381669
674	0.6207175624
675	0.6207101624
676	0.6207042487
677	0.6206876557
678	0.6206471039
679	0.6206112629
680	0.6205981857
681	0.6205486287
682	0.6205430651
683	0.6205430641
684	0.6205394505
685	0.6205375505
686	0.6205180001
687	0.6205109254
688	0.6205048701
689	0.6205010852
690	0.620494885
691	0.6204822161
692	0.6204792508
693	0.6204724205
694	0.6204711344
695	0.6204438033
696	0.6204405677
697	0.6204346721
698	0.6204346711
699	0.6204315896
700	0.620417769
701	0.6204142417
702	0.6203903943
703	0.6203337717
704	0.6203261753
705	0.6203221216
706	0.6203010217
707	0.6202928933
708	0.6202808007
709	0.6202554508
710	0.6202542496
711	0.6202510121
712	0.6202407341
713	0.6201961234
714	0.6201784842
715	0.6201676351
716	0.6201576122
717	0.6201432325
718	0.620127992
719	0.6201149238
720	0.6201054764
721	0.6200835333
722	0.6200823671
723	0.6200784855
724	0.6200689222
725	0.6200615062
726	0.6200576342
727	0.6200443567
728	0.6200280877
729	0.620016617
730	0.6200062793
731	0.6199923962
732	0.6199872532
733	0.6199669991
734	0.6199484419
735	0.619933075
736	0.6199181346
737	0.619861025
738	0.6198610238
739	0.6198527954
740	0.6198445217
741	0.6198399055
742	0.6198324694
743	0.6198074154
744	0.6198074148
745	0.6197963639
746	0.6197891214
747	0.6197628369
748	0.6197534552
749	0.6197059714
750	0.6196967468
751	0.6196910509
752	0.6196900228
753	0.6196885822
754	0.6196702324
755	0.6196680375
756	0.6196617533
757	0.6196535959
758	0.6196480803
759	0.6196341094
760	0.6196278542
761	0.6196254561
762	0.6196086843
763	0.6195847592
764	0.6195659148
765	0.6195598638
766	0.6195431764
767	0.6195389613
768	0.6195205059
769	0.6195153941
770	0.6195065651
771	0.6194821419
772	0.6194821418
773	0.6194616246
774	0.6194571463
775	0.6194513917
776	0.6194446768
777	0.6194289625
778	0.619422114
779	0.6194148558
780	0.6193958048
781	0.6193903463
782	0.6193641225
783	0.6193438758
784	0.6193411024
785	0.619336755
786	0.6193309059
787	0.6193287889
788	0.6193218347
789	0.6193173509
790	0.6193083785
791	0.6193009957
792	0.619286962
793	0.6192796318
794	0.6192713207
795	0.619253568
796	0.6192500634
797	0.619247204
798	0.6192427968
799	0.6192355632
800	0.6192315012
801	0.6192315007
802	0.6192269486
803	0.6192196114
804	0.6192196108
805	0.619214261
806	0.6192097297
807	0.6192080034
808	0.6191828139
809	0.619176563
810	0.6191758253
811	0.6191704422
812	0.6191609488
813	0.6191474163
814	0.6191469223
815	0.6191216289
816	0.6191180368
817	0.6191012141
818	0.6190774322
819	0.6190756298
820	0.6190697896
821	0.6190539626
822	0.6190444242
823	0.6190338004
824	0.6190230738
825	0.6190215711
826	0.6190134991
827	0.6190108717
828	0.6190034903
829	0.6189938622
830	0.6189884617
831	0.6189723037
832	0.6189723037
833	0.6189723037
834	0.618959092
835	0.6189554001
836	0.6189522079
837	0.6189496492
838	0.6189456305
839	0.6189395216
840	0.6189240997
841	0.6189206581
842	0.6189099439
843	0.6189022063
844	0.6188961709
845	0.6188921234
846	0.6188880341
847	0.6188809688
848	0.6188749471
849	0.6188692541
850	0.6188655471
851	0.6188596173
852	0.6188499321
853	0.6188455134
854	0.6188350147
855	0.6188249051
856	0.6188233729
857	0.6188201693
858	0.6188180509
859	0.6188020829
860	0.6188020828
861	0.6187923344
862	0.6187756142
863	0.6187709251
864	0.6187649523
865	0.6187576459
866	0.6187551813
867	0.6187519787
868	0.6187450603
869	0.6187445305
870	0.6187445305
871	0.6187439214
872	0.618737989
873	0.6187191429
874	0.6186982397
875	0.6186851462
876	0.6186851461
877	0.6186846964
878	0.6186793745
879	0.6186656007
880	0.6186618317
881	0.6186575971
882	0.6186535583
883	0.6186535019
884	0.6186321642
885	0.6186295579
886	0.618627656
887	0.6186240682
888	0.6186047448
889	0.6186047447
890	0.6186038682
891	0.6186015095
892	0.6186015094
893	0.6186015093
894	0.6186015091
895	0.6185948197
896	0.6185948196
897	0.6185752954
898	0.6185752953
899	0.6185666581
900	0.618552207
901	0.6185458844
902	0.6185449811
903	0.6185413781
904	0.6185334658
905	0.618532376
906	0.6185257461
907	0.6185151129
908	0.6185133188
909	0.6185120692
910	0.618505722
911	0.6184710283
912	0.6184672192
913	0.6184656263
914	0.6184613843
915	0.6184613842
916	0.6184578923
917	0.6184541395
918	0.6184441659
919	0.6184295283
920	0.6184212076
921	0.618417191
922	0.6184071537
923	0.6184012065
924	0.6184012064
925	0.6183722301
926	0.6183658534
927	0.618349129
928	0.618343452
929	0.6183389805
930	0.6183389804
931	0.6183376655
932	0.6183345845
933	0.6183235761
934	0.6183057214
935	0.6183020243
936	0.618290181
937	0.6182873003
938	0.6182720631
939	0.6182662075
940	0.61825547
941	0.6182465497
942	0.6182408711
943	0.6182298422
944	0.6182263772
945	0.6182229138
946	0.6182204255
947	0.6182177149
948	0.6182123243
949	0.618198736
950	0.6181843846
951	0.618183059
952	0.618170056
953	0.6181562354
954	0.6181433491
955	0.6181408855
956	0.6181352641
957	0.6181352629
958	0.618130908
959	0.6181269626
960	0.6181128873
961	0.6181037829
962	0.6181021111
963	0.6180999696
964	0.6180916089
965	0.6180904147
966	0.6180648415
967	0.6180625672
968	0.6180548677
969	0.6180467601
970	0.6180436402
971	0.618040102
972	0.6180373552
973	0.6180277005
974	0.6180174284
975	0.6180147682
976	0.6180132038
977	0.6180132033
978	0.6179921414
979	0.6179845133
980	0.6179790341
981	0.6179766786
982	0.6179756537
983	0.6179731691
984	0.6179702704
985	0.6179699099
986	0.6179621842
987	0.6179600539
988	0.6179554246
989	0.6179540935
990	0.6179501304
991	0.6179389278
992	0.6179342605
993	0.6179314944
994	0.6179292728
995	0.6179262134
996	0.6179262134
997	0.6179262134
998	0.6179170324
999	0.6179128998
1000	0.6179091059
1001	0.6178988922
1002	0.6178949169
1003	0.617893285
1004	0.617887049
1005	0.617876792
1006	0.6178723831
1007	0.6178683073
1008	0.6178577909
1009	0.617849858
1010	0.6178380089
1011	0.6178354253
1012	0.6178312427
1013	0.6178269136
1014	0.617820474
1015	0.6178151921
1016	0.617812857
1017	0.6178098807
1018	0.6177974699
1019	0.6177939378
1020	0.6177939377
1021	0.6177795458
1022	0.6177750348
1023	0.6177744349
1024	0.6177606827
1025	0.617758702
1026	0.6177568131
1027	0.617747155
1028	0.6177435947
1029	0.6177399851
1030	0.6177284745
1031	0.6177221952
1032	0.6177206192
1033	0.6177181829
1034	0.6177077865
1035	0.6177032397
1036	0.6176846279
1037	0.6176817928
1038	0.6176800141
1039	0.6176755136
1040	0.6176755135
1041	0.6176751348
1042	0.6176728767
1043	0.6176699537
1044	0.6176684128
1045	0.6176668109
1046	0.617664087
1047	0.6176611337
1048	0.6176589439
1049	0.6176544081
1050	0.6176448455
1051	0.6176425062
1052	0.6176369608
1053	0.6176369608
1054	0.6176364714
1055	0.6176364714
1056	0.61763542
1057	0.6176303761
1058	0.6176282591
1059	0.6176248404
1060	0.6176207873
1061	0.6176165553
1062	0.6176111356
1063	0.6176084133
1064	0.6176021808
1065	0.6175988859
1066	0.6175936952
1067	0.6175929527
1068	0.6175847579
1069	0.617579584
1070	0.6175720949
1071	0.6175692989
1072	0.6175652634
1073	0.6175624133
1074	0.6175520955
1075	0.6175515768
1076	0.6175486429
1077	0.617545003
1078	0.6175415653
1079	0.6175308756
1080	0.6175287726
1081	0.6175287724
1082	0.6175232479
1083	0.6175211493
1084	0.6175083034
1085	0.6175066857
1086	0.617502959
1087	0.6175001492
1088	0.6174936369
1089	0.6174919956
1090	0.6174919951
1091	0.6174882615
1092	0.6174750485
1093	0.6174595615
1094	0.6174576556
1095	0.61745643
1096	0.6174524184
1097	0.6174517415
1098	0.6174454036
1099	0.6174383621
1100	0.6174383615
1101	0.6174366378
1102	0.6174366372
1103	0.6174313446
1104	0.6174206951
1105	0.617419756
1106	0.6174197555
1107	0.617410223
1108	0.6174092099
1109	0.6174057792
1110	0.6174015193
1111	0.617395092
1112	0.6173918356
1113	0.6173885018
1114	0.6173855588
1115	0.6173820351
1116	0.6173719267
1117	0.6173714868
1118	0.6173714865
1119	0.6173654924
1120	0.617359503
1121	0.6173510941
1122	0.6173505064
1123	0.6173489989
1124	0.6173489986
1125	0.617347022
1126	0.6173445661
1127	0.6173416676
1128	0.6173308521
1129	0.6173183105
1130	0.6173176003
1131	0.6173098785
1132	0.617301095
1133	0.617297173
1134	0.6172894977
1135	0.6172834251
1136	0.6172828455
1137	0.6172789941
1138	0.6172779311
1139	0.6172740824
1140	0.6172729719
1141	0.6172720384
1142	0.617271898
1143	0.6172701301
1144	0.6172676594
1145	0.617266051
1146	0.6172577404
1147	0.6172534882
1148	0.61725342
1149	0.6172490422
1150	0.6172482444
1151	0.6172466419
1152	0.6172466416
1153	0.6172385472
1154	0.6172305018
1155	0.617225303
1156	0.6172221085
1157	0.6172188174
1158	0.6172166068
1159	0.6172166066
1160	0.6172166043
1161	0.6172122871
1162	0.6172114228
1163	0.6171897919
1164	0.6171840831
1165	0.6171810527
1166	0.6171740598
1167	0.6171703618
1168	0.6171672673
1169	0.6171635648
1170	0.6171595453
1171	0.6171549529
1172	0.6171549529
1173	0.6171466339
1174	0.6171460737
1175	0.6171406963
1176	0.6171400259
1177	0.6171348829
1178	0.6171348829
1179	0.6171258692
1180	0.6171249021
1181	0.6171177524
1182	0.6171124332
1183	0.6171099475
1184	0.6171099475
1185	0.6171080302
1186	0.6171072186
1187	0.6171012655
1188	0.617098894
1189	0.6170972635
1190	0.6170954549
1191	0.6170950455
1192	0.6170886019
1193	0.6170869346
1194	0.6170840913
1195	0.6170823297
1196	0.6170810389
1197	0.6170773693
1198	0.6170714615
1199	0.6170687045
1200	0.6170671642
1201	0.6170599671
1202	0.6170535203
1203	0.6170523026
1204	0.6170452777
1205	0.6170430592
1206	0.6170416125
1207	0.6170401061
1208	0.6170389037
1209	0.6170358323
1210	0.6170334141
1211	0.6170300042
1212	0.6170290853
1213	0.617027757
1214	0.6170239342
1215	0.6170184409
1216	0.6170168295
1217	0.6170168291
1218	0.6170168288
1219	0.6170118972
1220	0.6170082559
1221	0.6170002133
1222	0.6169993137
1223	0.6169933022
1224	0.6169905195
1225	0.6169881834
1226	0.6169876917
1227	0.6169827421
1228	0.6169805783
1229	0.6169800257
1230	0.6169752977
1231	0.6169676902
1232	0.616952223
1233	0.6169373702
1234	0.6169343823
1235	0.6169327599
1236	0.6169318046
1237	0.6169288216
1238	0.6169271951
1239	0.6169262678
1240	0.6169262677
1241	0.6169227669
1242	0.6169210338
1243	0.6169148814
1244	0.6169127807
1245	0.616908001
1246	0.6168990065
1247	0.6168965091
1248	0.6168940226
1249	0.6168871145
1250	0.6168864742
1251	0.6168814184
1252	0.6168651684
1253	0.6168606994
1254	0.6168560537
1255	0.6168551109
1256	0.6168311565
1257	0.6168261944
1258	0.616825582
1259	0.6168201082
1260	0.6168171232
1261	0.6168171198
1262	0.6168165435
1263	0.6168158147
1264	0.6168144372
1265	0.6168068335
1266	0.6167971963
1267	0.6167959597
1268	0.6167946682
1269	0.6167930512
1270	0.6167860224
1271	0.6167833492
1272	0.6167823334
1273	0.6167787047
1274	0.6167763505
1275	0.6167750762
1276	0.6167734146
1277	0.6167707029
1278	0.6167670101
1279	0.6167658317
1280	0.6167627943
1281	0.6167551245
1282	0.6167541774
1283	0.6167525124
1284	0.6167525123
1285	0.6167521628
1286	0.616751638
1287	0.6167422898
1288	0.6167307171
1289	0.6167289875
1290	0.6167266844
1291	0.6167244242
1292	0.6167234725
1293	0.6167184109
1294	0.6167068372
1295	0.6167057266
1296	0.6167057261
1297	0.6167040758
1298	0.6166987253
1299	0.6166947961
1300	0.6166915788
1301	0.6166825118
1302	0.616679695
1303	0.6166770142
1304	0.6166752302
1305	0.6166741938
1306	0.6166695875
1307	0.6166682962
1308	0.6166667427
1309	0.616663482
1310	0.6166624749
1311	0.6166616079
1312	0.6166558147
1313	0.6166527611
1314	0.6166522728
1315	0.6166511148
1316	0.6166491847
1317	0.6166463175
1318	0.6166432327
1319	0.6166432327
1320	0.6166422234
1321	0.6166374265
1322	0.6166355925
1323	0.6166352901
1324	0.6166350676
1325	0.6166338293
1326	0.616631818
1327	0.6166272155
1328	0.6166242222
1329	0.6166242222
1330	0.6166242222
1331	0.616618678
1332	0.6166172895
1333	0.6165992672
1334	0.616599079
1335	0.6165948578
1336	0.6165929491
1337	0.6165901224
1338	0.6165847267
1339	0.6165829938
1340	0.6165782515
1341	0.616577169
1342	0.6165756509
1343	0.6165754221
1344	0.6165720498
1345	0.6165703795
1346	0.6165691916
1347	0.6165687682
1348	0.6165683005
1349	0.6165659471
1350	0.6165658721
1351	0.6165635051
1352	0.6165627445
1353	0.6165618301
1354	0.6165606757
1355	0.6165596312
1356	0.6165575589
1357	0.6165517698
1358	0.6165455005
1359	0.6165434768
1360	0.616542339
1361	0.6165397571
1362	0.616539757
1363	0.6165365162
1364	0.6165354471
1365	0.616535104
1366	0.6165340307
1367	0.6165330756
1368	0.6165238125
1369	0.6165191609
1370	0.6165131114
1371	0.6165109678
1372	0.6164953671
1373	0.6164919963
1374	0.616490894
1375	0.6164890612
1376	0.6164874013
1377	0.6164844243
1378	0.6164785209
1379	0.6164781946
1380	0.6164746683
1381	0.6164654929
1382	0.6164635229
1383	0.6164623343
1384	0.6164610158
1385	0.6164607607
1386	0.6164569795
1387	0.6164522571
1388	0.6164518652
1389	0.6164473297
1390	0.6164442975
1391	0.6164440707
1392	0.6164404664
1393	0.6164404664
1394	0.6164397315
1395	0.6164388939
1396	0.6164374649
1397	0.6164225592
1398	0.6164219973
1399	0.6164219972
1400	0.6164213107
1401	0.6164196407
1402	0.6164169993
1403	0.6164158384
1404	0.6164153366
1405	0.616407563
1406	0.616407563
1407	0.6163861534
1408	0.6163849625
1409	0.616381327
1410	0.6163776846
1411	0.6163749222
1412	0.6163746656
1413	0.6163688352
1414	0.6163602707
1415	0.6163594405
1416	0.6163584063
1417	0.6163565076
1418	0.6163541689
1419	0.6163531234
1420	0.6163529271
1421	0.616351313
1422	0.6163511403
1423	0.6163485408
1424	0.6163382413
1425	0.6163360389
1426	0.6163356855
1427	0.6163320885
1428	0.6163320885
1429	0.6163299691
1430	0.6163234773
1431	0.616322609
1432	0.6163219848
1433	0.6163163359
1434	0.6163151149
1435	0.6163137092
1436	0.616313044
1437	0.6163125215
1438	0.6163119336
1439	0.6163119335
1440	0.6163104581
1441	0.6162990338
1442	0.616298668
1443	0.6162962093
1444	0.6162956336
1445	0.6162931842
1446	0.6162909391
1447	0.6162890402
1448	0.6162844293
1449	0.6162824586
1450	0.6162816394
1451	0.6162773008
1452	0.6162738255
1453	0.6162732424
1454	0.616273198
1455	0.616273198
1456	0.6162731979
1457	0.616271034
1458	0.6162688826
1459	0.6162655514
1460	0.6162624338
1461	0.6162606016
1462	0.616258651
1463	0.616258651
1464	0.6162577334
1465	0.6162576863
1466	0.6162576863
1467	0.6162567668
1468	0.6162524828
1469	0.6162522226
1470	0.6162507917
1471	0.6162505087
1472	0.6162465385
1473	0.6162439311
1474	0.6162421158
1475	0.6162413306
1476	0.6162374727
1477	0.6162244274
1478	0.6162183179
1479	0.6162164331
1480	0.6162135091
1481	0.6162105033
1482	0.61620849
1483	0.6162077601
1484	0.6162045004
1485	0.6162005798
1486	0.6161936214
1487	0.616192873
1488	0.6161914923
1489	0.6161903749
1490	0.6161892371
1491	0.6161800674
1492	0.6161800673
1493	0.6161765984
1494	0.6161765982
1495	0.616168382
1496	0.6161614206
1497	0.6161605421
1498	0.6161564036
1499	0.6161560043
1500	0.6161557616
1501	0.6161543339
1502	0.6161521612
1503	0.6161436612
1504	0.6161404289
1505	0.6161351798
1506	0.6161337988
1507	0.616133083
1508	0.6161270785
1509	0.6161266892
1510	0.6161246698
1511	0.6161230215
