iter	RMSE
1512	0.616122072
1513	0.616119188
1514	0.6161177004
1515	0.6161156024
1516	0.6161136704
1517	0.6161125255
1518	0.6161107282
1519	0.6161095995
1520	0.6161075089
1521	0.6161068606
1522	0.6161056864
1523	0.61610207
1524	0.6161009693
1525	0.6160944341
1526	0.6160934671
1527	0.6160930674
1528	0.616092593
1529	0.6160916466
1530	0.6160906621
1531	0.6160896517
1532	0.6160839455
1533	0.6160810663
1534	0.6160804027
1535	0.6160802618
1536	0.6160758198
1537	0.6160755549
1538	0.6160707923
1539	0.6160661936
1540	0.6160631972
1541	0.6160549234
1542	0.6160549231
1543	0.6160544741
1544	0.6160495022
1545	0.6160486815
1546	0.616043123
1547	0.6160430238
1548	0.6160412527
1549	0.6160372028
1550	0.616027608
1551	0.6160246122
1552	0.6160233105
1553	0.6160228879
1554	0.6160217269
1555	0.6160214119
1556	0.6160208944
1557	0.6160183346
1558	0.6160153028
1559	0.6160126489
1560	0.61601181
1561	0.6160116286
1562	0.6160081463
1563	0.6160078603
1564	0.6160078601
1565	0.6160046865
1566	0.6160040229
1567	0.6160031133
1568	0.6160022296
1569	0.6160022296
1570	0.6160009365
1571	0.6160004891
1572	0.616000489
1573	0.6159988155
1574	0.6159954427
1575	0.6159909817
1576	0.6159904535
1577	0.6159873319
1578	0.6159840771
1579	0.615980175
1580	0.6159795818
1581	0.615978711
1582	0.6159744572
1583	0.6159737862
1584	0.6159722889
1585	0.6159720303
1586	0.6159712958
1587	0.6159700936
1588	0.6159676256
1589	0.6159676256
1590	0.6159664265
1591	0.6159595568
1592	0.6159595568
1593	0.6159585267
1594	0.6159581078
1595	0.6159527848
1596	0.6159525171
1597	0.6159524478
1598	0.6159478729
1599	0.6159473287
1600	0.6159466647
1601	0.6159459439
1602	0.6159454564
1603	0.6159445176
1604	0.6159424587
1605	0.6159402841
1606	0.6159393799
1607	0.6159393798
1608	0.6159350787
1609	0.6159324285
1610	0.6159312877
1611	0.6159279887
1612	0.6159269106
1613	0.6159244846
1614	0.6159228751
1615	0.615921292
1616	0.6159174633
1617	0.6159168872
1618	0.6159151738
1619	0.6159150548
1620	0.6159143027
1621	0.6159088656
1622	0.6159076485
1623	0.6159075853
1624	0.6159049182
1625	0.6159023866
1626	0.6159022364
1627	0.6158991046
1628	0.6158986898
1629	0.6158978251
1630	0.6158957025
1631	0.61589399
1632	0.6158924081
1633	0.6158911462
1634	0.615891146
1635	0.6158906097
1636	0.6158888664
1637	0.6158882526
1638	0.6158868313
1639	0.6158861467
1640	0.6158845121
1641	0.6158837089
1642	0.6158765843
1643	0.6158731788
1644	0.6158692937
1645	0.6158678106
1646	0.6158661842
1647	0.6158621849
1648	0.6158548963
1649	0.6158538038
1650	0.6158535847
1651	0.6158501722
1652	0.6158501721
1653	0.6158483508
1654	0.6158442797
1655	0.6158442797
1656	0.6158442796
1657	0.6158442001
1658	0.6158356455
1659	0.6158352362
1660	0.6158334224
1661	0.6158325937
1662	0.6158286191
1663	0.6158284865
1664	0.6158282118
1665	0.6158256523
1666	0.6158252466
1667	0.6158188144
1668	0.6158076606
1669	0.6158048813
1670	0.6158006412
1671	0.6158005158
1672	0.6157990207
1673	0.6157960347
1674	0.6157944068
1675	0.6157942061
1676	0.6157937303
1677	0.6157937303
1678	0.6157918419
1679	0.6157914553
1680	0.615788332
1681	0.6157866261
1682	0.6157866049
1683	0.6157837217
1684	0.6157831169
1685	0.6157814297
1686	0.6157803518
1687	0.6157771014
1688	0.6157767452
1689	0.6157766451
1690	0.6157764554
1691	0.6157749286
1692	0.6157716585
1693	0.6157711983
1694	0.6157702448
1695	0.615768891
1696	0.615767893
1697	0.6157678127
1698	0.6157676358
1699	0.6157676356
1700	0.6157667879
1701	0.6157627826
1702	0.6157622796
1703	0.6157605327
1704	0.6157570562
1705	0.6157568095
1706	0.6157532867
1707	0.6157532866
1708	0.6157525914
1709	0.6157510488
1710	0.6157479778
1711	0.6157476
1712	0.6157472686
1713	0.6157457024
1714	0.6157452931
1715	0.6157416771
1716	0.6157319395
1717	0.6157227454
1718	0.6157220572
1719	0.6157196416
1720	0.615709644
1721	0.6157089232
1722	0.6157019223
1723	0.6157019223
1724	0.6157017502
1725	0.6157008038
1726	0.6157002456
1727	0.6156993074
1728	0.6156991054
1729	0.6156969696
1730	0.6156969514
1731	0.6156969513
1732	0.6156963687
1733	0.6156947916
1734	0.6156947915
1735	0.615693932
1736	0.6156907147
1737	0.6156898684
1738	0.6156891384
1739	0.6156883664
1740	0.6156877181
1741	0.615687266
1742	0.6156841503
1743	0.6156841503
1744	0.6156841502
1745	0.6156840227
1746	0.6156837061
1747	0.6156835755
1748	0.6156811356
1749	0.6156799669
1750	0.6156790488
1751	0.6156773228
1752	0.6156771839
1753	0.6156731063
1754	0.615671749
1755	0.6156710246
1756	0.6156707003
1757	0.6156684255
1758	0.615667501
1759	0.6156667248
1760	0.6156655347
1761	0.6156601259
1762	0.6156569992
1763	0.6156555894
1764	0.6156549163
1765	0.6156545597
1766	0.6156543266
1767	0.6156539271
1768	0.6156530751
1769	0.6156515537
1770	0.6156505
1771	0.6156501935
1772	0.6156494536
1773	0.6156494412
1774	0.6156483022
1775	0.6156472796
1776	0.6156445609
1777	0.6156404729
1778	0.615639443
1779	0.6156339129
1780	0.615633912
1781	0.6156317237
1782	0.6156299392
1783	0.6156238785
1784	0.6156229261
1785	0.6156215738
1786	0.6156170302
1787	0.6156162253
1788	0.6156162252
1789	0.6156158533
1790	0.6156154428
1791	0.6156147687
1792	0.6156125938
1793	0.6156111203
1794	0.6156111022
1795	0.6156111021
1796	0.6156108344
1797	0.6156078676
1798	0.6156065102
1799	0.6156059013
1800	0.6156036761
1801	0.6156036205
1802	0.6156028087
1803	0.6156011215
1804	0.6155960611
1805	0.6155953346
1806	0.6155940863
1807	0.6155916418
1808	0.615591441
1809	0.6155889059
1810	0.6155886892
1811	0.6155837755
1812	0.6155809862
1813	0.6155796279
1814	0.615571563
1815	0.6155693864
1816	0.6155678206
1817	0.6155641388
1818	0.6155620951
1819	0.6155605262
1820	0.6155560253
1821	0.6155536843
1822	0.6155513207
1823	0.6155512601
1824	0.6155504986
1825	0.6155497495
1826	0.6155462867
1827	0.6155459776
1828	0.6155442471
1829	0.6155427673
1830	0.6155427365
1831	0.615541008
1832	0.6155385168
1833	0.6155380221
1834	0.615535779
1835	0.6155350642
1836	0.6155329587
1837	0.6155317581
1838	0.6155299283
1839	0.6155287113
1840	0.6155283788
1841	0.6155262559
1842	0.6155251799
1843	0.6155248496
1844	0.6155239107
1845	0.6155197154
1846	0.6155192112
1847	0.6155190961
1848	0.6155176307
1849	0.615516659
1850	0.6155160942
1851	0.6155143797
1852	0.6155112413
1853	0.6155102077
1854	0.6155092781
1855	0.6155074849
1856	0.6155035321
1857	0.6155029459
1858	0.6155029453
1859	0.6155025483
1860	0.6155021042
1861	0.6155021037
1862	0.615501751
1863	0.6154991109
1864	0.6154979646
1865	0.6154963563
1866	0.615496064
1867	0.6154915709
1868	0.615488152
1869	0.6154875558
1870	0.6154867663
1871	0.6154863116
1872	0.6154859024
1873	0.6154844787
1874	0.6154830104
1875	0.6154823364
1876	0.6154802218
1877	0.615479689
1878	0.6154792999
1879	0.6154772711
1880	0.615477259
1881	0.615477027
1882	0.6154766411
1883	0.615475649
1884	0.6154753955
1885	0.6154745535
1886	0.6154729801
1887	0.6154718706
1888	0.615470624
1889	0.615470151
1890	0.6154698782
1891	0.6154679075
1892	0.6154679075
1893	0.6154667856
1894	0.6154667855
1895	0.6154663367
1896	0.61546543
1897	0.6154647444
1898	0.6154588624
1899	0.6154587453
1900	0.6154563562
1901	0.6154538711
1902	0.6154475587
1903	0.6154472755
1904	0.6154460441
1905	0.6154449266
1906	0.6154381224
1907	0.6154372108
1908	0.6154370128
1909	0.6154357692
1910	0.6154348288
1911	0.6154328398
1912	0.6154327025
1913	0.6154325668
1914	0.6154293171
1915	0.6154279026
1916	0.6154272324
1917	0.6154264233
1918	0.6154259459
1919	0.6154236457
1920	0.615420156
1921	0.615420156
1922	0.6154182745
1923	0.6154179155
1924	0.6154175296
1925	0.6154175015
1926	0.6154169441
1927	0.6154156646
1928	0.6154131478
1929	0.6154130902
1930	0.6154098358
1931	0.6154098358
1932	0.6154072329
1933	0.6154061163
1934	0.6154037148
1935	0.6154032379
1936	0.6154023054
1937	0.6154021664
1938	0.6153999001
1939	0.6153994793
1940	0.6153988448
1941	0.6153968583
1942	0.6153962931
1943	0.6153927044
1944	0.6153924904
1945	0.6153924544
1946	0.6153906998
1947	0.6153906894
1948	0.6153881973
1949	0.6153879856
1950	0.61538727
1951	0.615386199
1952	0.6153856885
1953	0.6153856361
1954	0.615383514
1955	0.6153833548
1956	0.6153833547
1957	0.6153819955
1958	0.6153812806
1959	0.6153810832
1960	0.6153793494
1961	0.6153777547
1962	0.6153759889
1963	0.6153750488
1964	0.6153744884
1965	0.6153741204
1966	0.6153725338
1967	0.6153706181
1968	0.615369208
1969	0.6153690472
1970	0.6153689172
1971	0.6153682516
1972	0.615364889
1973	0.615364889
1974	0.6153648625
1975	0.615364144
1976	0.6153617032
1977	0.6153601601
1978	0.61535785
1979	0.6153578498
1980	0.6153578475
1981	0.6153578475
1982	0.6153577304
1983	0.6153562156
1984	0.6153549803
1985	0.6153536846
1986	0.6153521552
1987	0.6153515236
1988	0.6153513209
1989	0.6153503175
1990	0.6153497509
1991	0.615348647
1992	0.6153483785
1993	0.6153480589
1994	0.615346522
1995	0.6153461172
1996	0.6153450977
1997	0.6153447044
1998	0.6153447042
1999	0.6153444113
2000	0.6153443283
2001	0.6153428138
2002	0.6153426665
2003	0.6153419635
2004	0.61533759
2005	0.6153365119
2006	0.6153361601
2007	0.6153343437
2008	0.6153335838
2009	0.6153307598
2010	0.6153296468
2011	0.6153279341
2012	0.615326324
2013	0.6153257836
2014	0.6153257703
2015	0.6153256025
2016	0.6153256024
2017	0.6153240295
2018	0.6153231159
2019	0.6153220671
2020	0.6153215171
2021	0.6153208122
2022	0.6153201219
2023	0.6153191379
2024	0.6153191379
2025	0.6153173566
2026	0.6153173565
2027	0.6153144634
2028	0.6153128112
2029	0.6153114778
2030	0.6153112548
2031	0.6153104431
2032	0.6153096843
2033	0.6153076518
2034	0.6153073978
2035	0.6153021666
2036	0.6153021051
2037	0.6153010981
2038	0.6153003558
2039	0.6153003558
2040	0.6153001356
2041	0.6152997087
2042	0.6152982939
2043	0.6152959145
2044	0.615292869
2045	0.6152915717
2046	0.615291025
2047	0.6152903655
2048	0.6152902816
2049	0.6152894744
2050	0.6152892021
2051	0.61528677
2052	0.6152840529
2053	0.6152806116
2054	0.6152784924
2055	0.6152783625
2056	0.6152782273
2057	0.6152781226
2058	0.6152756991
2059	0.6152733063
2060	0.6152731532
2061	0.6152730357
2062	0.6152726165
2063	0.6152706696
2064	0.6152698275
2065	0.6152668103
2066	0.6152663374
2067	0.6152656884
2068	0.6152656884
2069	0.6152653922
2070	0.6152650238
2071	0.6152648069
2072	0.6152640696
2073	0.6152636593
2074	0.6152631573
2075	0.615261564
2076	0.6152598216
2077	0.6152590013
2078	0.6152589218
2079	0.6152587055
2080	0.6152568824
2081	0.6152483726
2082	0.6152474054
2083	0.6152452034
2084	0.6152436597
2085	0.6152426327
2086	0.6152425807
2087	0.6152401369
2088	0.6152393909
2089	0.6152393908
2090	0.6152374242
2091	0.6152344522
2092	0.6152330722
2093	0.6152326812
2094	0.615232533
2095	0.6152321531
2096	0.6152312407
2097	0.6152292792
2098	0.6152288118
2099	0.6152280279
2100	0.6152279659
2101	0.6152275339
2102	0.615225245
2103	0.6152246948
2104	0.6152246761
2105	0.6152236686
2106	0.6152228817
2107	0.6152222955
2108	0.6152217127
2109	0.6152194681
2110	0.6152184255
2111	0.6152184254
2112	0.6152179643
2113	0.6152159882
2114	0.6152159421
2115	0.6152156315
2116	0.6152147388
2117	0.6152147388
2118	0.6152141571
2119	0.6152135462
2120	0.6152130822
2121	0.6152125439
2122	0.61521243
2123	0.6152104034
2124	0.6152101834
2125	0.6152100506
2126	0.6152093578
2127	0.61520929
2128	0.6152082244
2129	0.6152077374
2130	0.6152039819
2131	0.6151997157
2132	0.6151984744
2133	0.6151984743
2134	0.6151983417
2135	0.6151982414
2136	0.6151982017
2137	0.6151938636
2138	0.6151938635
2139	0.6151931831
2140	0.6151915395
2141	0.6151899862
2142	0.6151896622
2143	0.6151851641
2144	0.6151850339
2145	0.6151850337
2146	0.6151846419
2147	0.6151819063
2148	0.6151818274
2149	0.6151815477
2150	0.6151795761
2151	0.6151795217
2152	0.61517828
2153	0.6151743227
2154	0.6151738216
2155	0.6151722468
2156	0.6151714866
2157	0.6151686545
2158	0.6151663406
2159	0.6151654099
2160	0.6151648374
2161	0.6151648374
2162	0.6151638334
2163	0.6151628271
2164	0.6151610752
2165	0.6151590622
2166	0.6151589693
2167	0.6151577006
2168	0.6151572399
2169	0.6151557886
2170	0.6151552204
2171	0.6151550271
2172	0.6151549161
2173	0.6151505496
2174	0.6151504347
2175	0.6151495185
2176	0.6151494643
2177	0.6151487445
2178	0.6151451507
2179	0.6151437849
2180	0.6151422893
2181	0.6151420982
2182	0.6151408058
2183	0.6151403861
2184	0.615138889
2185	0.6151387333
2186	0.6151353162
2187	0.6151329598
2188	0.6151315579
2189	0.6151308774
2190	0.6151308774
2191	0.6151272675
2192	0.6151271422
2193	0.6151252221
2194	0.6151245534
2195	0.6151225162
2196	0.615122211
2197	0.6151197895
2198	0.6151195232
2199	0.6151177726
2200	0.6151176062
2201	0.6151143491
2202	0.6151124521
2203	0.6151095052
2204	0.6151084206
2205	0.6151075372
2206	0.6151073708
2207	0.6151063771
2208	0.615105994
2209	0.6151055503
2210	0.6151053824
2211	0.6151009741
2212	0.6150997347
2213	0.6150993184
2214	0.6150973844
2215	0.6150973844
2216	0.6150969233
2217	0.6150936931
2218	0.6150936743
2219	0.6150932956
2220	0.6150929695
2221	0.6150925252
2222	0.6150919296
2223	0.6150919296
2224	0.6150912076
2225	0.6150906652
2226	0.6150882364
2227	0.6150870355
2228	0.6150851083
2229	0.6150845505
2230	0.6150840175
2231	0.6150839385
2232	0.6150837109
2233	0.6150791341
2234	0.6150787865
2235	0.615078741
2236	0.6150780961
2237	0.6150774593
2238	0.6150763529
2239	0.6150763528
2240	0.6150755864
2241	0.6150750754
2242	0.6150747443
2243	0.6150744014
2244	0.6150742039
2245	0.6150741173
2246	0.6150740529
2247	0.6150729622
2248	0.6150729621
2249	0.6150724035
2250	0.6150712373
2251	0.615069241
2252	0.6150687206
2253	0.6150684345
2254	0.6150667539
2255	0.6150667208
2256	0.6150665582
2257	0.6150662344
2258	0.6150634753
2259	0.6150628513
2260	0.6150624542
2261	0.6150620161
2262	0.6150620161
2263	0.6150617081
2264	0.6150612958
2265	0.6150590202
2266	0.6150590199
2267	0.6150583948
2268	0.6150572569
2269	0.6150571105
2270	0.6150527698
2271	0.6150516934
2272	0.6150496485
2273	0.6150496484
2274	0.6150496318
2275	0.6150489282
2276	0.615048605
2277	0.6150475444
2278	0.6150475443
2279	0.6150474175
2280	0.6150465381
2281	0.6150458876
2282	0.6150453309
2283	0.6150448378
2284	0.6150446254
2285	0.6150392358
2286	0.6150386632
2287	0.6150373131
2288	0.6150372228
2289	0.6150351278
2290	0.6150342611
2291	0.6150338487
2292	0.6150281473
2293	0.6150279014
2294	0.6150268311
2295	0.6150265714
2296	0.6150263404
2297	0.6150257659
2298	0.6150252928
2299	0.6150212439
2300	0.615020529
2301	0.6150204148
2302	0.6150204148
2303	0.6150197479
2304	0.6150191612
2305	0.6150182446
2306	0.6150182446
2307	0.6150173205
2308	0.6150172201
2309	0.6150167829
2310	0.6150165204
2311	0.6150148116
2312	0.6150124151
2313	0.6150123538
2314	0.6150112914
2315	0.6150099787
2316	0.6150097509
2317	0.615009244
2318	0.6150083833
2319	0.615007401
2320	0.6150072529
2321	0.6150072247
2322	0.6150072246
2323	0.6150025227
2324	0.6150011641
2325	0.61500057
2326	0.6149998462
2327	0.6149994994
2328	0.6149994771
2329	0.6149946596
2330	0.6149946249
2331	0.6149946104
2332	0.6149938421
2333	0.6149932828
2334	0.6149931346
2335	0.6149929423
2336	0.6149928438
2337	0.6149919274
2338	0.6149918317
2339	0.6149912247
2340	0.6149893693
2341	0.6149890359
2342	0.6149889515
2343	0.6149886487
2344	0.6149880579
2345	0.6149878775
2346	0.6149875604
2347	0.6149856161
2348	0.6149845442
2349	0.6149845442
2350	0.6149844509
2351	0.6149842527
2352	0.6149838417
2353	0.6149837298
2354	0.6149819152
2355	0.6149804119
2356	0.6149791552
2357	0.6149783454
2358	0.6149781883
2359	0.6149772716
2360	0.6149758315
2361	0.6149754643
2362	0.6149743541
2363	0.6149741453
2364	0.6149740719
2365	0.6149730577
2366	0.6149718783
2367	0.6149712293
2368	0.6149708292
2369	0.61497076
2370	0.6149707517
2371	0.6149697957
2372	0.6149695851
2373	0.6149692739
2374	0.6149691485
2375	0.6149684716
2376	0.614968402
2377	0.61496665
2378	0.6149664284
2379	0.614964437
2380	0.614962895
2381	0.6149624779
2382	0.6149623031
2383	0.6149618729
2384	0.61496064
2385	0.6149573313
2386	0.614957292
2387	0.6149568629
2388	0.614955243
2389	0.6149544646
2390	0.614952741
2391	0.614952741
2392	0.6149523029
2393	0.6149522988
2394	0.6149520085
2395	0.6149514467
2396	0.6149514031
2397	0.6149513449
2398	0.6149513002
2399	0.6149511914
2400	0.6149511334
2401	0.6149510611
2402	0.6149468053
2403	0.6149464323
2404	0.6149453114
2405	0.6149440806
2406	0.6149427056
2407	0.6149423141
2408	0.6149418413
2409	0.6149414752
2410	0.614939412
2411	0.6149387302
2412	0.6149387302
2413	0.6149384629
2414	0.6149380866
2415	0.6149365734
2416	0.6149356814
2417	0.6149355871
2418	0.6149353282
2419	0.6149353281
2420	0.6149335825
2421	0.6149334194
2422	0.6149313736
2423	0.6149301
2424	0.6149298504
2425	0.6149293248
2426	0.6149292796
2427	0.6149291486
2428	0.6149283749
2429	0.614928246
2430	0.6149274035
2431	0.6149260034
2432	0.6149258967
2433	0.6149176937
2434	0.6149166207
2435	0.6149166069
2436	0.6149158518
2437	0.614915179
2438	0.6149148974
2439	0.6149148974
2440	0.6149148035
2441	0.6149146138
2442	0.6149144308
2443	0.6149141034
2444	0.6149134729
2445	0.6149132404
2446	0.6149089212
2447	0.6149082423
2448	0.6149082423
2449	0.6149080897
2450	0.6149077462
2451	0.6149057233
2452	0.6149055481
2453	0.6149052403
2454	0.6149046288
2455	0.6149017617
2456	0.614901745
2457	0.6149016902
2458	0.614900694
2459	0.6149006449
2460	0.614900471
2461	0.6149003456
2462	0.614899228
2463	0.6148990979
2464	0.6148990514
2465	0.6148981846
2466	0.6148966046
2467	0.6148963122
2468	0.6148959558
2469	0.6148956537
2470	0.6148953795
2471	0.6148953236
2472	0.6148940778
2473	0.6148935865
2474	0.6148918976
2475	0.6148900889
2476	0.6148893496
2477	0.6148866074
2478	0.6148866074
2479	0.6148852304
2480	0.6148849883
2481	0.6148846945
2482	0.6148808824
2483	0.6148800851
2484	0.6148788417
2485	0.6148768475
2486	0.6148755966
2487	0.6148753414
2488	0.6148746068
2489	0.6148741803
2490	0.6148735805
2491	0.6148733584
2492	0.614872967
2493	0.6148726306
2494	0.614872128
2495	0.6148709303
2496	0.6148709082
2497	0.6148700497
2498	0.6148695518
2499	0.6148695517
2500	0.6148692927
2501	0.6148691508
2502	0.6148660629
2503	0.6148614933
2504	0.614861242
2505	0.6148581986
2506	0.6148581985
2507	0.6148578622
2508	0.6148547544
2509	0.6148528839
2510	0.6148526565
2511	0.6148514541
2512	0.6148513921
2513	0.6148484717
2514	0.6148481751
2515	0.614848039
2516	0.6148475985
2517	0.6148473854
2518	0.614847145
2519	0.6148465822
2520	0.6148464246
2521	0.6148458911
2522	0.6148458911
2523	0.614845772
2524	0.6148457046
2525	0.614845671
2526	0.614845671
2527	0.6148426088
2528	0.6148420287
2529	0.614841599
2530	0.6148410597
2531	0.6148409972
2532	0.614840074
2533	0.6148397137
2534	0.6148378483
2535	0.6148365172
2536	0.6148365172
2537	0.6148348898
2538	0.614834229
2539	0.6148338266
2540	0.6148338266
2541	0.6148337537
2542	0.6148326928
2543	0.6148325047
2544	0.614832077
2545	0.614831404
2546	0.6148300305
2547	0.6148299811
2548	0.6148297247
2549	0.6148286293
2550	0.6148284067
2551	0.6148282258
2552	0.6148278024
2553	0.6148278024
2554	0.6148276567
2555	0.6148275476
2556	0.6148275273
2557	0.614826887
2558	0.6148266103
2559	0.61482567
2560	0.6148252694
2561	0.6148250004
2562	0.6148228995
2563	0.6148228022
2564	0.6148204188
2565	0.6148202071
2566	0.6148200012
2567	0.6148197576
2568	0.6148193307
2569	0.6148187052
2570	0.6148179968
2571	0.6148169003
2572	0.6148163142
2573	0.6148154879
2574	0.6148149847
2575	0.6148147959
2576	0.6148124784
2577	0.6148124122
2578	0.6148111802
2579	0.6148110709
2580	0.6148108449
2581	0.6148100282
2582	0.6148098321
2583	0.6148096796
2584	0.6148084576
2585	0.6148083786
2586	0.6148061306
2587	0.6148016876
2588	0.6148003699
2589	0.614799778
2590	0.6147986049
2591	0.6147984348
2592	0.6147958618
2593	0.6147954824
2594	0.6147941562
2595	0.6147940014
2596	0.6147936139
2597	0.6147931344
2598	0.6147930159
2599	0.6147929464
2600	0.6147926633
2601	0.6147924775
2602	0.6147919801
2603	0.6147913764
2604	0.6147902567
2605	0.6147898733
2606	0.6147894001
2607	0.6147889254
2608	0.6147873104
2609	0.6147866534
2610	0.614784257
2611	0.614784116
2612	0.6147831765
2613	0.6147818359
2614	0.6147815252
2615	0.6147807024
2616	0.6147804908
2617	0.614779906
2618	0.6147798746
2619	0.6147796999
2620	0.6147795044
2621	0.6147783415
2622	0.6147783415
2623	0.61477834
2624	0.6147774385
2625	0.6147773099
2626	0.6147765652
2627	0.6147751816
2628	0.6147750806
2629	0.6147736632
2630	0.6147735489
2631	0.6147732904
2632	0.6147731108
2633	0.6147730618
2634	0.614772382
2635	0.6147722417
2636	0.6147721362
2637	0.614772043
2638	0.6147717826
2639	0.6147711411
2640	0.6147709994
2641	0.6147707841
2642	0.6147700657
2643	0.6147696792
2644	0.614769652
2645	0.6147669997
2646	0.6147662179
2647	0.6147661223
2648	0.6147661223
2649	0.6147656145
2650	0.6147650589
2651	0.6147649381
2652	0.6147648083
2653	0.6147646624
2654	0.6147646624
2655	0.6147645944
2656	0.6147639369
2657	0.6147607253
2658	0.6147604455
2659	0.6147602865
2660	0.6147601773
2661	0.6147600022
2662	0.6147599909
2663	0.6147594152
2664	0.6147583127
2665	0.6147581039
2666	0.614757515
2667	0.6147573187
2668	0.614757172
2669	0.6147568844
2670	0.6147557911
2671	0.614755791
2672	0.6147531542
2673	0.614751274
2674	0.6147512099
2675	0.6147505898
2676	0.6147502471
2677	0.6147498587
2678	0.6147498587
2679	0.6147497054
2680	0.6147495413
2681	0.6147490829
2682	0.6147489456
2683	0.6147480664
2684	0.6147478898
2685	0.6147475985
2686	0.6147473529
2687	0.6147461017
2688	0.6147458771
2689	0.6147448898
2690	0.6147445815
2691	0.6147444504
2692	0.6147435712
2693	0.6147435516
2694	0.6147422133
2695	0.6147399271
2696	0.6147398938
2697	0.6147387747
2698	0.614738554
2699	0.6147385019
2700	0.6147383897
2701	0.6147381484
2702	0.6147374047
2703	0.6147373414
2704	0.614737314
2705	0.6147372157
2706	0.6147365177
2707	0.6147352424
2708	0.6147348188
2709	0.6147332032
2710	0.6147331087
2711	0.6147327776
2712	0.6147317067
2713	0.6147317067
2714	0.6147316539
2715	0.6147311966
2716	0.6147306848
2717	0.6147305493
2718	0.614729415
2719	0.6147294023
2720	0.6147293959
2721	0.6147291177
2722	0.614728854
2723	0.6147288307
2724	0.6147287895
2725	0.6147286893
2726	0.6147285012
2727	0.6147267034
2728	0.6147266458
2729	0.6147261149
2730	0.6147224379
2731	0.6147222466
2732	0.6147222465
2733	0.6147221926
2734	0.6147217015
2735	0.6147211503
2736	0.6147204233
2737	0.6147184573
2738	0.6147182251
2739	0.6147181731
2740	0.6147180788
2741	0.6147174092
2742	0.6147172445
2743	0.6147156467
2744	0.6147155572
2745	0.6147155321
2746	0.6147155321
2747	0.6147142696
2748	0.6147132627
2749	0.6147114614
2750	0.6147109717
2751	0.6147104725
2752	0.614710375
2753	0.6147103482
2754	0.6147098142
2755	0.6147092988
2756	0.614707673
2757	0.6147074418
2758	0.6147073446
2759	0.6147066701
2760	0.6147065844
2761	0.6147064775
2762	0.6147055469
2763	0.6147045736
2764	0.6147031811
2765	0.6147031811
2766	0.6147025124
2767	0.6147024821
2768	0.6146995613
2769	0.614699369
2770	0.6146991207
2771	0.6146987483
2772	0.6146980993
2773	0.6146973607
2774	0.6146964273
2775	0.6146935863
2776	0.6146932137
2777	0.6146918453
2778	0.6146917814
2779	0.6146915793
2780	0.6146870638
2781	0.6146865
2782	0.6146855748
2783	0.6146854783
2784	0.6146842406
2785	0.6146839017
2786	0.6146837552
2787	0.614683306
2788	0.6146832698
2789	0.6146832385
2790	0.6146832338
2791	0.6146829894
2792	0.6146820519
2793	0.6146813742
2794	0.6146809487
2795	0.614680871
2796	0.6146806408
2797	0.6146806408
2798	0.6146802424
2799	0.614679329
2800	0.6146789578
2801	0.6146781425
2802	0.6146760597
2803	0.6146758994
2804	0.6146757674
2805	0.6146744283
2806	0.6146743725
2807	0.6146743725
2808	0.6146734148
2809	0.6146732258
2810	0.614672907
2811	0.6146718704
2812	0.614671811
2813	0.614671226
2814	0.6146698363
2815	0.6146696912
2816	0.6146685973
2817	0.6146684472
2818	0.6146684472
2819	0.614668137
2820	0.6146680554
2821	0.6146677873
2822	0.6146674475
2823	0.614667004
2824	0.6146668746
2825	0.6146668746
2826	0.6146653558
2827	0.6146636523
2828	0.614663628
2829	0.6146634851
2830	0.6146634808
2831	0.6146623218
2832	0.614662283
2833	0.6146621257
2834	0.6146620927
2835	0.6146619183
2836	0.6146619053
2837	0.6146588103
2838	0.6146585822
2839	0.6146579903
2840	0.6146579903
2841	0.6146579605
2842	0.6146577219
2843	0.6146574726
2844	0.6146551978
2845	0.6146547353
2846	0.6146547353
2847	0.6146546698
2848	0.6146545857
2849	0.6146545167
2850	0.614654205
2851	0.6146535515
2852	0.6146532991
2853	0.6146526551
2854	0.6146517024
2855	0.6146514884
2856	0.6146508137
2857	0.6146506599
2858	0.6146505626
2859	0.6146505626
2860	0.6146503531
2861	0.6146501744
2862	0.6146493126
2863	0.6146483736
2864	0.6146468032
2865	0.6146465686
2866	0.6146458375
2867	0.6146457784
2868	0.6146448195
2869	0.6146426438
2870	0.6146425625
2871	0.6146422842
2872	0.6146420404
2873	0.6146420341
2874	0.614641869
2875	0.6146408678
2876	0.6146405967
2877	0.6146391095
2878	0.6146383433
2879	0.6146381199
2880	0.6146377497
2881	0.6146376021
2882	0.6146362455
2883	0.614635568
2884	0.6146343995
2885	0.6146343472
2886	0.6146328567
2887	0.6146326248
2888	0.6146326022
2889	0.6146324328
2890	0.6146313128
2891	0.6146307875
2892	0.6146299091
2893	0.6146295672
2894	0.6146289968
2895	0.614625819
2896	0.6146257618
2897	0.6146257038
2898	0.6146254698
2899	0.6146253765
2900	0.6146252675
2901	0.6146244794
2902	0.614622638
2903	0.6146225827
2904	0.6146224659
2905	0.6146222512
2906	0.614621102
2907	0.6146205019
2908	0.6146203262
2909	0.6146202385
2910	0.6146199904
2911	0.6146199904
2912	0.6146199254
2913	0.6146188703
2914	0.6146184202
2915	0.6146183149
2916	0.6146180659
2917	0.6146180303
2918	0.6146180112
2919	0.614618
2920	0.6146175838
2921	0.6146166734
2922	0.6146163015
2923	0.61461613
2924	0.6146135447
